,id,response,cand,question,knowledge,knowledge_ans,score
122,59,"french cuisine has been around for a long time , in fact , in the 15th century , a chef from france wrote a book about it .",french cuisine,What has been around for a long time?,"In the 14th century Guillaume Tirel, a court chef known as ""Taillevent"", wrote ""Le Viandier"", one of the earliest recipe collections of medieval France.",[CLS],0.0
123,59,"french cuisine has been around for a long time , in fact , in the 15th century , a chef from france wrote a book about it .",a long time,How long has french cuisine been around?,"In the 14th century Guillaume Tirel, a court chef known as ""Taillevent"", wrote ""Le Viandier"", one of the earliest recipe collections of medieval France.",[CLS],0.0
124,59,"french cuisine has been around for a long time , in fact , in the 15th century , a chef from france wrote a book about it .",france,"In the 15th century, what country wrote a book about french cuisine?","In the 14th century Guillaume Tirel, a court chef known as ""Taillevent"", wrote ""Le Viandier"", one of the earliest recipe collections of medieval France.",[CLS],0.0
125,59,"french cuisine has been around for a long time , in fact , in the 15th century , a chef from france wrote a book about it .",a book,What did a french chef write about french cuisine?,"In the 14th century Guillaume Tirel, a court chef known as ""Taillevent"", wrote ""Le Viandier"", one of the earliest recipe collections of medieval France.","""le viandier"",",0.0
126,60,in that time italian cuisine was influenced by french cuisine,italian cuisine,What was influenced by french cuisine?,"During that time, French cuisine was heavily influenced by Italian cuisine.",[CLS],0.0
127,60,in that time italian cuisine was influenced by french cuisine,french cuisine,Italian cuisine was influenced by what?,"During that time, French cuisine was heavily influenced by Italian cuisine.",[CLS],0.0
128,61,"i ' m not sure about hawaii , but i know that surfing began in ancient greece .",hawaii,What island is unknown to me?,The history of surfing began with the ancient Polynesians.,[CLS],0.0
129,61,"i ' m not sure about hawaii , but i know that surfing began in ancient greece .",surfing,What sport began in ancient greece?,The history of surfing began with the ancient Polynesians.,[CLS],0.0
130,61,"i ' m not sure about hawaii , but i know that surfing began in ancient greece .",ancient greece,Where did surfing begin?,The history of surfing began with the ancient Polynesians.,polynesians,0.0
131,62,european music is generally distinguished from european classical music .,european music,What is generally distinguished from european classical music?,"The major time divisions of Western art music are as follows:  European art music is largely distinguished from many other non-European classical and some popular musical forms by its system of staff notation, in use since about the 11th century.",,0.0
132,62,european music is generally distinguished from european classical music .,european classical music,What type of music is generally distinguished from?,"The major time divisions of Western art music are as follows:  European art music is largely distinguished from many other non-European classical and some popular musical forms by its system of staff notation, in use since about the 11th century.",european art music,0.6666666666666666
133,63,they really do . they also have a poorer sense of smells than humans,smells,Do they have a poorer sense of what?,"Like most other mammals, cats have poorer color vision and a better sense of smell than humans.",better sense of smell,0.0
134,63,they really do . they also have a poorer sense of smells than humans,humans,What other species has a poorer sense of smell?,"Like most other mammals, cats have poorer color vision and a better sense of smell than humans.",[CLS],0.0
135,64,"there are actually three types of acoustic guitars : classical , nylon , and steel .",three,How many types of acoustic guitars are there?,"There are three main types of modern acoustic guitar: the classical guitar (nylon-string guitar), the steel-string acoustic guitar, and the archtop guitar, which is sometimes called a ""jazz guitar"".",three,1.0
136,64,"there are actually three types of acoustic guitars : classical , nylon , and steel .",acoustic guitars,There are three types of what?,"There are three main types of modern acoustic guitar: the classical guitar (nylon-string guitar), the steel-string acoustic guitar, and the archtop guitar, which is sometimes called a ""jazz guitar"".",modern acoustic guitar,0.4
137,64,"there are actually three types of acoustic guitars : classical , nylon , and steel .",nylon,"Along with steel and classical, what is the other type of guitar?","There are three main types of modern acoustic guitar: the classical guitar (nylon-string guitar), the steel-string acoustic guitar, and the archtop guitar, which is sometimes called a ""jazz guitar"".",archtop,0.0
138,64,"there are actually three types of acoustic guitars : classical , nylon , and steel .",steel,"There are three types of acoustic guitars: classical, nylon and what?","There are three main types of modern acoustic guitar: the classical guitar (nylon-string guitar), the steel-string acoustic guitar, and the archtop guitar, which is sometimes called a ""jazz guitar"".","steel-string acoustic guitar, and the archtop guitar",0.0
139,65,i think the taste was the main reason . coors itself was turned into a beer production plant .,the taste,What was the main reason coors was turned into a beer production plant?,The brewery itself was converted into a malted milk and near beer production facility.,[CLS],0.0
140,65,i think the taste was the main reason . coors itself was turned into a beer production plant .,a beer production plant,What was coors turned into?,The brewery itself was converted into a malted milk and near beer production facility.,[CLS],0.0
141,66,boy scouts is the largest youth organization in the us .,boy scouts,What is the largest youth organization in the us?,"The Boy Scouts of America (BSA), one of the largest private youth organizations in the United States, has policies which prohibit those who are not willing to subscribe to the BSA's Declaration of Religious Principle and, until January 2014, prohibited all ""known or avowed homosexuals"", from membership in its Scouting program.",[CLS],0.0
142,66,boy scouts is the largest youth organization in the us .,the largest youth organization,What is boy scouts in the US?,"The Boy Scouts of America (BSA), one of the largest private youth organizations in the United States, has policies which prohibit those who are not willing to subscribe to the BSA's Declaration of Religious Principle and, until January 2014, prohibited all ""known or avowed homosexuals"", from membership in its Scouting program.",,0.0
143,66,boy scouts is the largest youth organization in the us .,the us,Where is boy scouts the largest youth organization?,"The Boy Scouts of America (BSA), one of the largest private youth organizations in the United States, has policies which prohibit those who are not willing to subscribe to the BSA's Declaration of Religious Principle and, until January 2014, prohibited all ""known or avowed homosexuals"", from membership in its Scouting program.",[CLS],0.0
144,67,"well , it ' s about scarlett o hara , a strong willed daughter and a plantation owner",NO_Q,NO_Q,"Set in the American South against the backdrop of the American Civil War and the Reconstruction era, the film tells the story of Scarlett O'Hara, the strong-willed daughter of a Georgia plantation owner, from her romantic pursuit of Ashley Wilkes, who is married to his cousin, Melanie Hamilton, to her marriage to Rhett Butler.",NO_Q,-1.0
145,68,i remember watching it when it first came out in the 20 ' s,NO_Q,NO_Q,"It followed the interstellar adventures of Captain James T. Kirk (William Shatner) and his crew aboard the starship USS ""Enterprise"", a space exploration vessel, built by the United Federation of Planets in the twenty-third century.",NO_Q,-1.0
146,69,"i ' m not sure , but i do know that it ' s been around since the 3gs !",3gs,How long has it been around since?,"An iPhone can shoot video (though this was not a standard feature until the iPhone 3GS), take photos, play music, send and receive email, browse the web, send and receive text messages, follow GPS navigation, record notes, perform mathematical calculations, and receive visual voicemail.",[CLS],0.0
147,69,"i ' m not sure , but i do know that it ' s been around since the 3gs !",the 3gs,How long has it been around since?,"An iPhone can shoot video (though this was not a standard feature until the iPhone 3GS), take photos, play music, send and receive email, browse the web, send and receive text messages, follow GPS navigation, record notes, perform mathematical calculations, and receive visual voicemail.",[CLS],0.0
148,70,"i know , right ? it ' s hard to remember most of their songs . they were actually a producer and producer of george martin ' s recordings .",their songs,It's hard to remember most of what?,"Manager Brian Epstein moulded them into a professional act, and producer George Martin guided and developed their recordings, greatly expanding the group's popularity in the United Kingdom after their first hit, ""Love Me Do"", in late 1962.",[CLS],0.0
149,70,"i know , right ? it ' s hard to remember most of their songs . they were actually a producer and producer of george martin ' s recordings .",george martin,Who was the producer of most of their songs?,"Manager Brian Epstein moulded them into a professional act, and producer George Martin guided and developed their recordings, greatly expanding the group's popularity in the United Kingdom after their first hit, ""Love Me Do"", in late 1962.",george martin,1.0
150,70,"i know , right ? it ' s hard to remember most of their songs . they were actually a producer and producer of george martin ' s recordings .",recordings,What was george martin' s work?,"Manager Brian Epstein moulded them into a professional act, and producer George Martin guided and developed their recordings, greatly expanding the group's popularity in the United Kingdom after their first hit, ""Love Me Do"", in late 1962.",producer,0.0
151,71,i like diet coke better too . i think it was first made in 1893 .,1893,When was diet coke first made?,"The drink Pepsi was first introduced as ""Brad's Drink"" in New Bern, North Carolina, United States, in 1893 by Caleb Bradham, who made it at his drugstore where the drink was sold.",[CLS],0.0
152,72,they are one of the most popular bands of all time . their first album was called undertow .,all time,What is undertow one of the most popular bands?,"The band emerged with a heavy metal sound on their first studio album, ""Undertow"" (1993), and later became a dominant act in the alternative metal movement, with the release of their second album, ""Ænima"" in 1996.",[CLS],0.0
153,72,they are one of the most popular bands of all time . their first album was called undertow .,their first album,What was undertow?,"The band emerged with a heavy metal sound on their first studio album, ""Undertow"" (1993), and later became a dominant act in the alternative metal movement, with the release of their second album, ""Ænima"" in 1996.",heavy metal sound,0.0
154,73,"i ' m not sure about that , but i do know that there are about 2 - 3 million people in florida !",florida,How many people live in what state?,About two-thirds of Florida occupies a peninsula between the Gulf of Mexico and the Atlantic Ocean.,[CLS],0.0
155,74,wow that ' s a lot of karate schools . they started appearing in the us and europe .,karate schools,What type of schools started appearing in the us and europe?,"Karate schools began appearing across the world, catering to those with casual interest as well as those seeking a deeper study of the art.",[CLS],0.0
156,74,wow that ' s a lot of karate schools . they started appearing in the us and europe .,the us,In what country did karate schools start appearing?,"Karate schools began appearing across the world, catering to those with casual interest as well as those seeking a deeper study of the art.",[CLS],0.0
157,74,wow that ' s a lot of karate schools . they started appearing in the us and europe .,europe,Karate schools started appearing in the us and what other country?,"Karate schools began appearing across the world, catering to those with casual interest as well as those seeking a deeper study of the art.",[CLS],0.0
158,75,"they are very similar to a llama , and often confuse them .",a llama,What are llamas very similar to?,"Alpacas are similar to llamas, and are often confused with them.",[CLS],0.0
159,76,that ' s good to hear . i ' ve heard that nutrition is a big part of their popularity .,nutrition,What is a big part of their popularity?,"Due to the popularity of both commercial and homemade dog foods, nutrition is also a heavily studied subject.",nutrition,1.0
160,77,the first championship was held in 1935 in fiba .,first,What championship was held in 1935?,"The first championships was held three years after the establishment of FIBA, in 1935.",the first championships,0.6666666666666666
161,77,the first championship was held in 1935 in fiba .,1935,When was the first fiba championship held?,"The first championships was held three years after the establishment of FIBA, in 1935.",1935,1.0
162,77,the first championship was held in 1935 in fiba .,the first championship,What was held in 1935 in fiba?,"The first championships was held three years after the establishment of FIBA, in 1935.",the first championships,0.5
163,77,the first championship was held in 1935 in fiba .,fiba,In what sport was the first championship held?,"The first championships was held three years after the establishment of FIBA, in 1935.",[CLS],0.0
164,78,"i ' m not sure , but i do know that they can be seen in close darkness .",NO_Q,NO_Q,They can see in near darkness.,NO_Q,-1.0
165,79,"there are five boroughs of manhattan , brooklyn , manhattan",five,How many boroughs are there?,"The five boroughs – Brooklyn, Queens, Manhattan, The Bronx, and Staten Island – were consolidated into a single city in 1898.",five,1.0
166,79,"there are five boroughs of manhattan , brooklyn , manhattan",manhattan,"Along with brooklyn and manhattan, what borough is comprised of five?","The five boroughs – Brooklyn, Queens, Manhattan, The Bronx, and Staten Island – were consolidated into a single city in 1898.",queens,0.0
167,79,"there are five boroughs of manhattan , brooklyn , manhattan",brooklyn,What is one of the boroughs of manhattan?,"The five boroughs – Brooklyn, Queens, Manhattan, The Bronx, and Staten Island – were consolidated into a single city in 1898.",[CLS],0.0
168,80,they moved to memphis in the 2000 - 01 season .,the 2000 - 01 season,When did they move to memphis?,"Following the 2000–01 season, the team relocated to Memphis, Tennessee, United States, and are known as the Memphis Grizzlies.",following the 2000–01 season,0.3333333333333333
169,80,they moved to memphis in the 2000 - 01 season .,they,Who moved to memphis in the 2000 - 01 season?,"Following the 2000–01 season, the team relocated to Memphis, Tennessee, United States, and are known as the Memphis Grizzlies.",[CLS],0.0
170,81,"yeah , they achieved success with their first album release .",success,What did the band achieve with their first album?,"The band achieved commercial success with the release of five studio albums, three of which debuted at number one on the ""Billboard"" 200.",[CLS],0.0
171,81,"yeah , they achieved success with their first album release .",their first album release,What did they achieve success with?,"The band achieved commercial success with the release of five studio albums, three of which debuted at number one on the ""Billboard"" 200.",the release of five studio albums,0.22222222222222224
172,82,yes it is a tropical island . it has a long stretch of beach and dunes .,a tropical island,Is it a tropical island or not?,"Long stretches of beach, sand dunes, marshes, and maritime forests create a unique environment where wind and waves shape the topography.",[CLS],0.0
173,82,yes it is a tropical island . it has a long stretch of beach and dunes .,beach,"Along with dunes, what kind of stretch of land does the island have?","Long stretches of beach, sand dunes, marshes, and maritime forests create a unique environment where wind and waves shape the topography.",beach,1.0
174,82,yes it is a tropical island . it has a long stretch of beach and dunes .,dunes,"Along with a long stretch of beach, what natural feature does the island have?","Long stretches of beach, sand dunes, marshes, and maritime forests create a unique environment where wind and waves shape the topography.",sand dunes,0.6666666666666666
175,83,ethical vegans are those who don ' t follow the ethical diet,ethical vegans,What are those who don't follow the ethical diet?,"The term ""ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose.",[CLS],0.0
176,83,ethical vegans are those who don ' t follow the ethical diet,the ethical diet,What do ethical vegans not follow?,"The term ""ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose.",[CLS],0.0
177,84,i think oceanic dolphins are the biggest known dolphins .,oceanic dolphins,What are the biggest known dolphins?,"Oceanic dolphins range in size from the -long and Maui's dolphin to the and killer whale, the largest known dolphin.",killer whale,0.0
178,84,i think oceanic dolphins are the biggest known dolphins .,the biggest known dolphins,What are oceanic dolphins?,"Oceanic dolphins range in size from the -long and Maui's dolphin to the and killer whale, the largest known dolphin.",,0.0
179,85,"i ' m not sure , but they were originally from england .",england,Where were they originally from?,Frenchies were the result in the 1800s of a cross between bulldog ancestors imported from England and local ratters in Paris (France).,england,1.0
180,86,"i ' m not sure , but astronomically sunrise occurs only once in a while .",a while,astronomically sunrise occurs once in what time?,"Astronomically, sunrise occurs for only an instant: the moment at which the upper limb of the Sun appears tangent to the horizon.",[CLS],0.0
181,87,it ' s a quarter step or half tone .,it,What is a quarter step or half tone?,"A semitone, also called a half step or a half tone, is the smallest musical interval commonly used in Western tonal music, and it is considered the most dissonant when sounded harmonically.",[CLS],0.0
182,88,"yes , they are bed bugs - they are dead skin cells .",dead skin cells,Bed bugs are what?,"Dust mites are microscopic arachnids whose primary food is dead human skin cells, but they do not live on living people.",[CLS],0.0
183,89,no i don ' t have a favorite song but i do like their first album called love me me do .,NO_Q,NO_Q,"Manager Brian Epstein moulded them into a professional act, and producer George Martin guided and developed their recordings, greatly expanding the group's popularity in the United Kingdom after their first hit, ""Love Me Do"", in late 1962.",NO_Q,-1.0
184,90,it ' s set in an airstrip in a country called great britain .,an airstrip,What is the location of Great Britain?,"The novel is set in Airstrip One, formerly Great Britain, a province of the superstate Oceania, whose residents are victims of perpetual war, omnipresent government surveillance and public manipulation.",oceania,0.0
185,90,it ' s set in an airstrip in a country called great britain .,a country,What is great britain?,"The novel is set in Airstrip One, formerly Great Britain, a province of the superstate Oceania, whose residents are victims of perpetual war, omnipresent government surveillance and public manipulation.",a province of the superstate oceania,0.0
186,90,it ' s set in an airstrip in a country called great britain .,great britain,What is the name of the country in which the film is set?,"The novel is set in Airstrip One, formerly Great Britain, a province of the superstate Oceania, whose residents are victims of perpetual war, omnipresent government surveillance and public manipulation.",[CLS],0.0
187,91,the catholic school is a parody of the school .,the catholic school,What is a parody of the school?,Catholic schools are parochial schools or education ministries of the Catholic Church.,[CLS],0.0
188,91,the catholic school is a parody of the school .,the school,The catholic school is a parody of what?,Catholic schools are parochial schools or education ministries of the Catholic Church.,[CLS],0.0
189,92,parrots are the most common type of bird . they are found all over the world .,parrots,What is the most common type of bird?,"Parrots, also known as psittacines , are birds of the roughly 393 species in 92 genera that make up the order Psittaciformes, found in most tropical and subtropical regions.",[CLS],0.0
190,92,parrots are the most common type of bird . they are found all over the world .,bird,What are parrots the most common type of?,"Parrots, also known as psittacines , are birds of the roughly 393 species in 92 genera that make up the order Psittaciformes, found in most tropical and subtropical regions.",[CLS],0.0
191,92,parrots are the most common type of bird . they are found all over the world .,the world,Parrots are found all over what?,"Parrots, also known as psittacines , are birds of the roughly 393 species in 92 genera that make up the order Psittaciformes, found in most tropical and subtropical regions.",[CLS],0.0
192,93,i didn ' t know that . i know that tolkien has adapted orcs into other games like dungeons and dragons and warhammer .,tolkien,Who adapted orcs into other games?,"Tolkien's concept of orcs has subsequently been adapted and imported into other works of fantasy fiction as well as role-playing and strategy games (such as ""Dungeons & Dragons"", ""Warhammer"", and ""Warcraft""), broadening the recognition of the creatures in popular culture.",[CLS],0.0
193,93,i didn ' t know that . i know that tolkien has adapted orcs into other games like dungeons and dragons and warhammer .,other games,Tolkien has adapted orcs to what?,"Tolkien's concept of orcs has subsequently been adapted and imported into other works of fantasy fiction as well as role-playing and strategy games (such as ""Dungeons & Dragons"", ""Warhammer"", and ""Warcraft""), broadening the recognition of the creatures in popular culture.",other works of fantasy fiction as well as role-playing and strategy games,0.2857142857142857
194,93,i didn ' t know that . i know that tolkien has adapted orcs into other games like dungeons and dragons and warhammer .,dragons,Tolkien has adapted orcs into games like warhammer and dungeons?,"Tolkien's concept of orcs has subsequently been adapted and imported into other works of fantasy fiction as well as role-playing and strategy games (such as ""Dungeons & Dragons"", ""Warhammer"", and ""Warcraft""), broadening the recognition of the creatures in popular culture.",,0.0
195,93,i didn ' t know that . i know that tolkien has adapted orcs into other games like dungeons and dragons and warhammer .,warhammer,What game did tolkien adapt orcs to?,"Tolkien's concept of orcs has subsequently been adapted and imported into other works of fantasy fiction as well as role-playing and strategy games (such as ""Dungeons & Dragons"", ""Warhammer"", and ""Warcraft""), broadening the recognition of the creatures in popular culture.",[CLS],0.0
196,94,"i ' m not sure , but they share the bulk with chile and bolivia .",the bulk,What do they share with chile?,"Sharing the bulk of the Southern Cone with its neighbor Chile to the west, the country is also bordered by Bolivia and Paraguay to the north, Brazil to the northeast, Uruguay and the South Atlantic Ocean to the east, and the Drake Passage to the south.",the bulk of the southern cone,0.4
197,94,"i ' m not sure , but they share the bulk with chile and bolivia .",chile,"Along with bolivia, what other country shares the bulk of the population?","Sharing the bulk of the Southern Cone with its neighbor Chile to the west, the country is also bordered by Bolivia and Paraguay to the north, Brazil to the northeast, Uruguay and the South Atlantic Ocean to the east, and the Drake Passage to the south.",[CLS],0.0
198,95,"it is divided into two provinces , provincia and buenos aires .",two,How many provinces are there?,"It is subdivided into twenty-three provinces (, singular ""provincia"") and one autonomous city (""ciudad autónoma""), Buenos Aires, which is the federal capital of the nation () as decided by Congress.",twenty-three,0.0
199,95,"it is divided into two provinces , provincia and buenos aires .",provincia,"Along with buenos aires, what is the other province?","It is subdivided into twenty-three provinces (, singular ""provincia"") and one autonomous city (""ciudad autónoma""), Buenos Aires, which is the federal capital of the nation () as decided by Congress.",[CLS],0.0
200,95,"it is divided into two provinces , provincia and buenos aires .",buenos aires,Provincia and what are the two provinces?,"It is subdivided into twenty-three provinces (, singular ""provincia"") and one autonomous city (""ciudad autónoma""), Buenos Aires, which is the federal capital of the nation () as decided by Congress.",[CLS],0.0
201,96,i like the original xbox . it was first offered by atari jaguar .,the original xbox,What did atari jaguar offer?,That original device was the first video game console offered by an American company after the Atari Jaguar stopped sales in 1996.,[CLS],0.0
202,96,i like the original xbox . it was first offered by atari jaguar .,atari jaguar,Who first offered the original xbox?,That original device was the first video game console offered by an American company after the Atari Jaguar stopped sales in 1996.,[CLS],0.0
203,97,"their third single , human clay , was released in april of 2000 .",april of 2000,When was their third single released?,"It was released on April 24, 2000 as the third single from their second studio album, ""Human Clay"".","april 24, 2000",0.6666666666666666
204,98,"yes , i love pit bulls . they are the most common breed of dogs .",pit bulls,What is the most common breed of dog?,Pit bull is the common name for a type of dog.,[CLS],0.0
205,98,"yes , i love pit bulls . they are the most common breed of dogs .",dogs,Pit bulls are the most common breed of what?,Pit bull is the common name for a type of dog.,dog,0.0
206,99,it ' s a tv series based on the novels,it,What is the name of the tv series based on the novels?,The Chronicles of Thomas Covenant is a series of ten high fantasy novels written by American author Stephen R. Donaldson.,[CLS],0.0
207,99,it ' s a tv series based on the novels,a tv series,What type of show is it based on?,The Chronicles of Thomas Covenant is a series of ten high fantasy novels written by American author Stephen R. Donaldson.,[CLS],0.0
208,99,it ' s a tv series based on the novels,the novels,What is the tv series based on?,The Chronicles of Thomas Covenant is a series of ten high fantasy novels written by American author Stephen R. Donaldson.,[CLS],0.0
209,100,do you like gossip ? gossip is gossip about personal affairs .,gossip,What is the term for gossip about personal affairs?,"Gossip is idle talk or rumor, especially about the personal or private affairs of others; the act is also known as dishing or tattling.",[CLS] what is the term for gossip about personal affairs?[SEP] gossip,0.18181818181818182
210,100,do you like gossip ? gossip is gossip about personal affairs .,personal affairs,What is gossip about?,"Gossip is idle talk or rumor, especially about the personal or private affairs of others; the act is also known as dishing or tattling.",the personal or private affairs of others,0.5
211,101,he wrote two novels called jill and a girl .,two,How many novels did he write?,"His first book of poetry, ""The North Ship"", was published in 1945, followed by two novels, ""Jill"" (1946) and ""A Girl in Winter"" (1947), and he came to prominence in 1955 with the publication of his second collection of poems, ""The Less Deceived"", followed by ""The Whitsun Weddings"" (1964) and ""High Windows"" (1974).",two,1.0
212,101,he wrote two novels called jill and a girl .,he,Who wrote two novels called jill and a girl?,"His first book of poetry, ""The North Ship"", was published in 1945, followed by two novels, ""Jill"" (1946) and ""A Girl in Winter"" (1947), and he came to prominence in 1955 with the publication of his second collection of poems, ""The Less Deceived"", followed by ""The Whitsun Weddings"" (1964) and ""High Windows"" (1974).",[CLS],0.0
213,101,he wrote two novels called jill and a girl .,jill,"Along with a girl, what was the name of the other novel that he wrote?","His first book of poetry, ""The North Ship"", was published in 1945, followed by two novels, ""Jill"" (1946) and ""A Girl in Winter"" (1947), and he came to prominence in 1955 with the publication of his second collection of poems, ""The Less Deceived"", followed by ""The Whitsun Weddings"" (1964) and ""High Windows"" (1974).","""jill""",1.0
214,101,he wrote two novels called jill and a girl .,a girl,"Along with jill, what other novel did he write?","His first book of poetry, ""The North Ship"", was published in 1945, followed by two novels, ""Jill"" (1946) and ""A Girl in Winter"" (1947), and he came to prominence in 1955 with the publication of his second collection of poems, ""The Less Deceived"", followed by ""The Whitsun Weddings"" (1964) and ""High Windows"" (1974).","""a girl in winter""",0.6666666666666666
215,102,yeah he did ! he won mr universe title seven times !,seven,How many times did he win the mr universe title?,"He won the Mr. Universe title at age 20 and went on to win the Mr. Olympia contest seven times, remaining a prominent presence in bodybuilding and writing many books and articles on the sport.",seven,1.0
216,102,yeah he did ! he won mr universe title seven times !,mr universe title,What did he win seven times?,"He won the Mr. Universe title at age 20 and went on to win the Mr. Olympia contest seven times, remaining a prominent presence in bodybuilding and writing many books and articles on the sport.",mr. olympia contest,0.3333333333333333
217,103,well it is home to about 2 - 3 % of its population,NO_Q,NO_Q,Reykjavík and the surrounding areas in the southwest of the country are home to over two-thirds of the population.,NO_Q,-1.0
218,104,i ' m not sure about that but i do know that they are reliant on vulnerable species !,vulnerable species,What are they reliant on?,The giant panda is a conservation reliant vulnerable species.,conservation,0.0
219,105,"purple haze , purple haze and wind cry mary !",purple haze,"Along with wind cry mary and purple haze, what else is there?","Within months, Hendrix had earned three UK top ten hits with the Jimi Hendrix Experience: ""Hey Joe"", ""Purple Haze"", and ""The Wind Cries Mary"".","""hey joe"",",0.0
220,105,"purple haze , purple haze and wind cry mary !",wind,"Along with purple haze and cry mary, what type of weather is there?","Within months, Hendrix had earned three UK top ten hits with the Jimi Hendrix Experience: ""Hey Joe"", ""Purple Haze"", and ""The Wind Cries Mary"".","""the wind",1.0
221,105,"purple haze , purple haze and wind cry mary !",mary,What is the name of the wind cry?,"Within months, Hendrix had earned three UK top ten hits with the Jimi Hendrix Experience: ""Hey Joe"", ""Purple Haze"", and ""The Wind Cries Mary"".",mary,1.0
222,106,"i ' m not sure , but i do know that purple haze was his most popular hit .",purple haze,What was his most popular hit?,"Within months, Hendrix had earned three UK top ten hits with the Jimi Hendrix Experience: ""Hey Joe"", ""Purple Haze"", and ""The Wind Cries Mary"".","""the wind cries mary""",0.0
223,106,"i ' m not sure , but i do know that purple haze was his most popular hit .",his most popular hit,What is purple haze?,"Within months, Hendrix had earned three UK top ten hits with the Jimi Hendrix Experience: ""Hey Joe"", ""Purple Haze"", and ""The Wind Cries Mary"".",[CLS],0.0
224,107,star wars is one of my favorite movies . it was retitled in 1977,1977,In what year was star wars renamed?,Star Wars (later retitled Star Wars: Episode IV – A New Hope) is a 1977 American epic space opera film written and directed by George Lucas.,[CLS],0.0
225,107,star wars is one of my favorite movies . it was retitled in 1977,star wars,What movie was renamed in 1977?,Star Wars (later retitled Star Wars: Episode IV – A New Hope) is a 1977 American epic space opera film written and directed by George Lucas.,star wars,1.0
226,107,star wars is one of my favorite movies . it was retitled in 1977,my favorite movies,What is star wars one of?,Star Wars (later retitled Star Wars: Episode IV – A New Hope) is a 1977 American epic space opera film written and directed by George Lucas.,space opera film,0.0
227,108,"well , if you ' re interested in the history of the city , you might want to check out the museum of history , which is a museum about human occupation .",the history,What is the museum of?,"The oldest traces of human occupation in Paris, discovered in 2008 near the Rue Henri-Farman in the 15th arrondissement, are human bones and evidence of an encampment of hunter-gatherers dating from about 8000 BC, during the Mesolithic period.",[CLS],0.0
228,108,"well , if you ' re interested in the history of the city , you might want to check out the museum of history , which is a museum about human occupation .",history,The museum of what is a museum about human occupation?,"The oldest traces of human occupation in Paris, discovered in 2008 near the Rue Henri-Farman in the 15th arrondissement, are human bones and evidence of an encampment of hunter-gatherers dating from about 8000 BC, during the Mesolithic period.",[CLS],0.0
229,108,"well , if you ' re interested in the history of the city , you might want to check out the museum of history , which is a museum about human occupation .",human occupation,What is the museum of history about?,"The oldest traces of human occupation in Paris, discovered in 2008 near the Rue Henri-Farman in the 15th arrondissement, are human bones and evidence of an encampment of hunter-gatherers dating from about 8000 BC, during the Mesolithic period.",[CLS],0.0
230,109,that ' s funny . the first animated series was in 1966 .,1966,When was the first animated series released?,"It was originally broadcast from September 30, 1960, to April 1, 1966, in a prime time schedule, the first such instance for an animated series.","april 1, 1966",0.5
231,110,"yes , it is a bit of a catch - up , but it is worth it . khal is a very powerful khal .",a catch - up,What is khal a bit of?,"Drogo is a powerful ""khal"", or warlord, of the Dothraki people, a tribal nation of horse riders in the steppes beyond the Free Cities.",warlord,0.0
232,110,"yes , it is a bit of a catch - up , but it is worth it . khal is a very powerful khal .",khal,What is a very powerful khal?,"Drogo is a powerful ""khal"", or warlord, of the Dothraki people, a tribal nation of horse riders in the steppes beyond the Free Cities.",drogo,0.0
233,110,"yes , it is a bit of a catch - up , but it is worth it . khal is a very powerful khal .",a very powerful khal,What is khal?,"Drogo is a powerful ""khal"", or warlord, of the Dothraki people, a tribal nation of horse riders in the steppes beyond the Free Cities.",warlord,0.0
234,111,"i ' m not sure , but i do know that race horses have been around since the early 1800 ' s .",race horses,What type of horse has been around since the early 1800's?,It is one of the most ancient of all sports and its basic premise – to identify which of two or more horses is the fastest over a set course or distance – has remained unchanged since the earliest times.,[CLS],0.0
235,112,"i love women too . my favorite song is "" x factor . """,NO_Q,NO_Q,"The group signed with Simon Cowell's record label Syco Records after forming and finishing third in the seventh series of the British televised singing competition ""The X Factor"" in 2010.",NO_Q,-1.0
236,113,"i ' m not sure if it ' s a desert , but i do know that it ranks in the top 5 most visited places in the world .",5,How many most visited places in the world are there?,"Today, Las Vegas annually ranks as one of the world's most visited tourist destinations.",[CLS],0.0
237,113,"i ' m not sure if it ' s a desert , but i do know that it ranks in the top 5 most visited places in the world .",the world,It ranks in the top 5 most visited places in what world?,"Today, Las Vegas annually ranks as one of the world's most visited tourist destinations.",[CLS],0.0
238,114,"i love shellfish , but most kinds aren ' t harvested",most kinds,What kind of shellfish aren't harvested?,"Although most kinds of shellfish are harvested from saltwater environments, some kinds are found in freshwater.",[CLS],0.0
239,115,"yea i remember seeing it when it came out in 1997 , james cameron was inspired by shipwreck movies .",1997,When did shipwreck come out?,Cameron's inspiration for the film came from his fascination with shipwrecks; he felt a love story interspersed with the human loss would be essential to convey the emotional impact of the disaster.,[CLS],0.0
240,115,"yea i remember seeing it when it came out in 1997 , james cameron was inspired by shipwreck movies .",james cameron,Who was inspired by shipwreck movies?,Cameron's inspiration for the film came from his fascination with shipwrecks; he felt a love story interspersed with the human loss would be essential to convey the emotional impact of the disaster.,[CLS],0.0
